index, address, array, ip_fold_1, pf_degree, valid, ppf_prediction
53, 36241361, ( 1012 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
54, 36241359, ( 1011 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
55, 99758178, ( 1009 ), ( 0 ), ( 2 ), ( 0 ), ( 0 )
56, 36241356, ( 1006 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
57, 36241354, ( 1005 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
58, 92438510, ( 982 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
59, 92438507, ( 980 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
60, 92438505, ( 979 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
61, 92438502, ( 977 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
62, 92438500, ( 976 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
63, 92438497, ( 971 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
64, 92438495, ( 970 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
65, 92438493, ( 969 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
66, 92438492, ( 965 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
67, 92438490, ( 964 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
68, 92438487, ( 959 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
69, 92438485, ( 958 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
70, 92438482, ( 953 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
71, 91825895, ( 947 ), ( 0 ), ( 1 ), ( 0 ), ( 0 )
72, 91825890, ( 944 946 ), ( 0 0 ), ( 1 2 ), ( 0 0 ), ( 0 0 )
73, 40312195, ( 941 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
74, 40312193, ( 940 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
75, 40312191, ( 939 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
76, 91825885, ( 938 943 945 ), ( 0 0 916 ), ( 1 2 3 ), ( 0 0 0 ), ( 0 0 0 )
77, 91825880, ( 937 942 ), ( 0 916 ), ( 2 3 ), ( 0 0 ), ( 0 0 )
78, 91825875, ( 936 ), ( 916 ), ( 3 ), ( 0 ), ( 0 )
79, 40312190, ( 935 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
80, 40312188, ( 934 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
81, 40312186, ( 933 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
82, 40312185, ( 932 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
83, 40312183, ( 931 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
84, 40312181, ( 930 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
85, 40312180, ( 929 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
86, 40312178, ( 928 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
87, 40312176, ( 927 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
88, 40312175, ( 923 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
89, 40312173, ( 922 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
90, 40312171, ( 921 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
91, 40312170, ( 920 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
92, 40312168, ( 919 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
93, 40312166, ( 918 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
94, 40312161, ( 912 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
95, 51134271, ( 911 917 ), ( 0 0 ), ( 1 1 ), ( 0 0 ), ( 0 0 )
96, 40312156, ( 906 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
97, 51134266, ( 905 910 ), ( 0 0 ), ( 1 2 ), ( 0 0 ), ( 0 0 )
98, 51134261, ( 904 909 ), ( 0 916 ), ( 2 3 ), ( 0 0 ), ( 0 0 )
99, 51134256, ( 903 ), ( 916 ), ( 3 ), ( 0 ), ( 0 )
100, 40312151, ( 900 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
101, 40312146, ( 897 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
102, 40312141, ( 891 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
103, 40312136, ( 885 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
104, 51134246, ( 884 889 ), ( 0 0 ), ( 1 2 ), ( 0 0 ), ( 0 0 )
105, 51134241, ( 881 883 888 ), ( 0 0 927 ), ( 1 2 3 ), ( 0 0 0 ), ( 0 0 0 )
106, 51134236, ( 880 882 ), ( 0 927 ), ( 2 3 ), ( 0 0 ), ( 0 0 )
107, 51134231, ( 879 ), ( 927 ), ( 3 ), ( 0 ), ( 0 )
108, 67982210, ( 878 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
109, 67982205, ( 875 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
110, 67982200, ( 869 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
111, 67982195, ( 866 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
112, 67982190, ( 863 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
113, 67982188, ( 862 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
114, 62528520, ( 860 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
115, 67982185, ( 857 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
116, 67982183, ( 856 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
117, 67982180, ( 854 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
118, 67982178, ( 853 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
119, 67982175, ( 848 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
120, 67982173, ( 847 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
121, 67982170, ( 842 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
122, 67982168, ( 841 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
123, 67982165, ( 836 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
124, 67982163, ( 835 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
125, 67982160, ( 830 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
126, 67982158, ( 829 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
127, 106415485, ( 827 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
128, 122144018, ( 816 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
129, 62243586, ( 797 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
130, 62243584, ( 796 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
131, 62243582, ( 795 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
132, 62243581, ( 791 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
133, 62243579, ( 790 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
134, 62243577, ( 789 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
135, 67982203, ( 874 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
136, 106415445, ( 788 ), ( 0 ), ( 1 ), ( 0 ), ( 0 )
137, 62243576, ( 785 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
138, 62243574, ( 784 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
139, 62243572, ( 783 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
140, 62243571, ( 779 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
141, 62243569, ( 778 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
142, 62243567, ( 777 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
143, 67982193, ( 865 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
144, 106415435, ( 776 ), ( 0 ), ( 1 ), ( 0 ), ( 0 )
145, 67982191, ( 864 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
146, 106415433, ( 775 ), ( 0 ), ( 2 ), ( 0 ), ( 0 )
147, 106415431, ( 774 ), ( 927 ), ( 3 ), ( 0 ), ( 0 )
148, 62243566, ( 773 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
149, 62243564, ( 772 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
150, 62243562, ( 771 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
151, 62243561, ( 770 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
152, 62243559, ( 769 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
153, 62243557, ( 768 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
154, 62243556, ( 764 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
155, 62243554, ( 763 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
156, 62243552, ( 762 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
157, 62243551, ( 758 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
158, 62243549, ( 757 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
159, 62243547, ( 756 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
160, 62243546, ( 755 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
161, 62243544, ( 754 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
162, 62243542, ( 753 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
163, 62243541, ( 749 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
164, 62243539, ( 748 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
165, 62243537, ( 747 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
166, 62243536, ( 746 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
167, 62243534, ( 745 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
168, 62243532, ( 744 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
169, 117576625, ( 743 ), ( 0 ), ( 1 ), ( 0 ), ( 0 )
170, 62243531, ( 740 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
171, 62243529, ( 739 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
172, 62243527, ( 738 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
173, 117576620, ( 737 742 ), ( 0 0 ), ( 1 2 ), ( 0 0 ), ( 0 0 )
174, 117576615, ( 734 736 741 ), ( 0 0 927 ), ( 1 2 3 ), ( 0 0 0 ), ( 0 0 0 )
175, 94115585, ( 731 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
176, 94115583, ( 730 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
177, 94115581, ( 729 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
178, 117576610, ( 728 733 735 ), ( 0 0 927 ), ( 1 2 3 ), ( 0 0 0 ), ( 0 0 0 )
179, 94115580, ( 725 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
180, 94115578, ( 724 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
181, 94115576, ( 723 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
182, 117576605, ( 722 727 732 ), ( 0 0 927 ), ( 1 2 3 ), ( 0 0 0 ), ( 0 0 0 )
183, 117576600, ( 721 726 ), ( 0 927 ), ( 2 3 ), ( 0 0 ), ( 0 0 )
184, 117576595, ( 720 ), ( 927 ), ( 3 ), ( 0 ), ( 0 )
185, 94115575, ( 719 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
186, 94115573, ( 718 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
187, 94115571, ( 717 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
188, 94115570, ( 716 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
189, 94115568, ( 715 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
190, 94115566, ( 714 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
191, 94115565, ( 713 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
192, 94115563, ( 712 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
193, 94115561, ( 711 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
194, 94115560, ( 710 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
195, 94115558, ( 709 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
196, 94115556, ( 708 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
197, 94115555, ( 701 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
198, 94115553, ( 700 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
199, 94115551, ( 699 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
200, 7000368, ( 677 ), ( 0 ), ( 1 ), ( 0 ), ( 0 )
201, 7000363, ( 674 676 ), ( 0 0 ), ( 1 2 ), ( 0 0 ), ( 0 0 )
202, 7000358, ( 668 673 675 ), ( 0 0 927 ), ( 1 2 3 ), ( 0 0 0 ), ( 0 0 0 )
203, 7000353, ( 662 667 672 ), ( 0 0 927 ), ( 1 2 3 ), ( 0 0 0 ), ( 0 0 0 )
204, 55060391, ( 647 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
205, 55060389, ( 646 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
206, 55060387, ( 645 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
207, 88348209, ( 633 ), ( 927 ), ( 3 ), ( 0 ), ( 0 )
208, 55060371, ( 626 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
209, 55060369, ( 625 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
210, 55060367, ( 624 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
211, 55060366, ( 620 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
212, 55060364, ( 619 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
213, 55060362, ( 618 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
214, 92438512, ( 983 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
215, 101689737, ( 558 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
216, 54273347, ( 551 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
217, 54273342, ( 545 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
218, 13652794, ( 1107 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
219, 54273332, ( 539 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
220, 54273327, ( 536 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
221, 54273325, ( 535 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
222, 54273323, ( 534 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
223, 13652784, ( 1101 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
224, 54273322, ( 530 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
225, 13652779, ( 1098 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
226, 54273317, ( 524 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
227, 13652774, ( 1092 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
228, 54273312, ( 518 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
229, 13652769, ( 1086 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
230, 54273307, ( 512 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
231, 13652764, ( 1080 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
232, 54273302, ( 509 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
233, 13652759, ( 1074 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
234, 54273297, ( 506 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
235, 108638589, ( 488 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
236, 108638587, ( 487 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
237, 108638585, ( 486 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
238, 108638584, ( 485 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
239, 108638579, ( 482 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
240, 108638574, ( 479 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
241, 108638569, ( 473 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
242, 108638564, ( 467 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
243, 108638559, ( 461 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
244, 108638557, ( 460 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
245, 108638555, ( 459 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
246, 108638554, ( 455 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
247, 108638552, ( 454 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
248, 108638550, ( 453 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
249, 108638549, ( 449 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
250, 108638547, ( 448 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
251, 108638545, ( 447 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
252, 108638544, ( 443 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
253, 108638542, ( 442 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
254, 108638540, ( 441 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
255, 108638539, ( 437 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
256, 108638537, ( 436 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
257, 108638535, ( 435 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
258, 51134240, ( 374 ), ( 0 ), ( 2 ), ( 0 ), ( 0 )
259, 51134238, ( 373 ), ( 916 ), ( 3 ), ( 0 ), ( 0 )
260, 51134235, ( 368 ), ( 0 ), ( 2 ), ( 0 ), ( 0 )
261, 51134233, ( 367 ), ( 916 ), ( 3 ), ( 0 ), ( 0 )
262, 51134230, ( 365 ), ( 0 ), ( 2 ), ( 0 ), ( 0 )
263, 51134228, ( 364 ), ( 916 ), ( 3 ), ( 0 ), ( 0 )
264, 51134227, ( 360 ), ( 0 ), ( 1 ), ( 0 ), ( 0 )
265, 51134225, ( 359 ), ( 0 ), ( 2 ), ( 0 ), ( 0 )
266, 51134223, ( 358 ), ( 916 ), ( 3 ), ( 0 ), ( 0 )
267, 125636406, ( 348 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
268, 125636404, ( 347 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
269, 125636402, ( 346 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
270, 62528524, ( 345 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
271, 125636401, ( 342 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
272, 125636399, ( 341 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
273, 125636397, ( 340 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
274, 62528519, ( 339 344 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 0 0 )
275, 125636392, ( 334 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
276, 62528514, ( 333 338 343 ), ( 0 0 916 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 0 )
277, 125636387, ( 328 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
278, 62528509, ( 327 332 337 ), ( 0 0 916 ), ( 1 2 3 ), ( 0 0 0 ), ( 0 0 0 )
279, 125636382, ( 322 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
280, 62528504, ( 321 326 331 ), ( 0 0 916 ), ( 1 2 3 ), ( 0 0 0 ), ( 0 0 0 )
281, 62528499, ( 320 325 ), ( 0 916 ), ( 2 3 ), ( 0 0 ), ( 0 0 )
282, 62528494, ( 319 ), ( 916 ), ( 3 ), ( 0 ), ( 0 )
283, 125636372, ( 313 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
284, 62528489, ( 312 ), ( 0 ), ( 1 ), ( 0 ), ( 0 )
285, 102137194, ( 303 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
286, 102137192, ( 299 301 ), ( 0 949 ), ( 2 3 ), ( 1 1 ), ( 0 0 )
287, 18583665, ( 297 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
288, 106415480, ( 294 824 ), ( 0 0 ), ( 1 1 ), ( 0 0 ), ( 0 0 )
289, 26796018, ( 411 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
290, 106415478, ( 293 823 ), ( 0 0 ), ( 2 2 ), ( 0 0 ), ( 0 0 )
291, 26796011, ( 404 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
292, 106415471, ( 286 819 ), ( 927 916 ), ( 3 3 ), ( 0 0 ), ( 0 0 )
293, 49194242, ( 255 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
294, 49194229, ( 247 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
295, 49194230, ( 245 248 250 ), ( 0 0 926 ), ( 2 2 3 ), ( 1 1 1 ), ( 0 0 0 )
296, 49194228, ( 244 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
297, 49194227, ( 240 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
298, 49194225, ( 239 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
299, 49194223, ( 238 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
300, 49194222, ( 237 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
301, 49194220, ( 236 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
302, 49194218, ( 235 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
303, 49194217, ( 234 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
304, 49194215, ( 233 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
305, 49194213, ( 232 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
306, 117576626, ( 231 752 ), ( 0 0 ), ( 1 1 ), ( 0 0 ), ( 0 0 )
307, 117576624, ( 230 751 ), ( 0 0 ), ( 2 2 ), ( 0 0 ), ( 0 0 )
308, 117576622, ( 229 750 ), ( 927 916 ), ( 3 3 ), ( 0 0 ), ( 0 0 )
309, 49194212, ( 228 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
310, 49194210, ( 227 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
311, 49194208, ( 226 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
312, 49194207, ( 222 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
313, 49194205, ( 221 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
314, 49194203, ( 220 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
315, 49194202, ( 216 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
316, 49194200, ( 215 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
317, 49194198, ( 214 ), ( 926 ), ( 3 ), ( 1 ), ( 0 )
318, 125636421, ( 363 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
319, 49194197, ( 210 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
320, 125636419, ( 362 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
