index, address, array, ip_fold_1, pf_degree, valid, ppf_prediction
129, 66448398, ( 330 332 ), ( 0 0 ), ( 1 2 ), ( 0 0 ), ( 0 0 )
130, 16051725, ( 414 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
131, 66448397, ( 327 329 331 ), ( 0 0 931 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 1 )
132, 66448396, ( 324 326 328 ), ( 0 0 931 ), ( 1 2 3 ), ( 0 0 0 ), ( 0 0 1 )
133, 126088777, ( 430 ), ( 832 ), ( 3 ), ( 1 ), ( 1 )
134, 66448395, ( 323 325 ), ( 0 931 ), ( 2 3 ), ( 0 0 ), ( 0 1 )
135, 66448394, ( 322 ), ( 931 ), ( 3 ), ( 1 ), ( 1 )
136, 36241375, ( 321 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
137, 5895603, ( 1221 1243 1248 ), ( 0 0 733 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
138, 1449238, ( 464 ), ( 0 ), ( 2 ), ( 1 ), ( 1 )
139, 95767719, ( 113 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
140, 66448393, ( 318 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
141, 126088774, ( 431 ), ( 0 ), ( 2 ), ( 1 ), ( 1 )
142, 66448392, ( 315 317 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 0 0 )
143, 64954568, ( 1239 ), ( 832 ), ( 3 ), ( 1 ), ( 1 )
144, 66448391, ( 312 314 316 ), ( 0 0 931 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 1 )
145, 82343746, ( 303 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
146, 5895577, ( 1035 1040 1048 ), ( 0 0 733 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
147, 95032923, ( 546 554 568 ), ( 0 0 733 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
148, 82343745, ( 300 302 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 0 0 )
149, 72525782, ( 372 374 376 524 527 631 746 847 849 908 910 913 971 ), ( 0 0 931 0 0 1020 1020 0 1020 0 0 0 0 ), ( 1 2 3 2 2 3 3 2 3 1 2 2 1 ), ( 1 1 1 1 1 1 1 1 1 1 1 1 1 ), ( 0 0 1 1 1 1 1 1 1 1 1 1 1 )
150, 2995918, ( 942 ), ( 960 ), ( 3 ), ( 1 ), ( 1 )
151, 95032937, ( 615 641 643 ), ( 0 0 733 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
152, 95767715, ( 418 ), ( 445 ), ( 3 ), ( 1 ), ( 1 )
153, 5872175, ( 115 ), ( 832 ), ( 3 ), ( 1 ), ( 1 )
154, 82343744, ( 297 299 301 ), ( 0 0 931 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 1 )
155, 5895575, ( 1010 1034 1039 ), ( 0 0 733 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
156, 106634356, ( 96 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
157, 95032921, ( 480 545 553 ), ( 0 0 733 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
158, 82343743, ( 294 296 298 ), ( 0 0 931 ), ( 1 2 3 ), ( 0 0 0 ), ( 0 0 1 )
159, 106634355, ( 95 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
160, 129542459, ( 649 ), ( 832 ), ( 3 ), ( 1 ), ( 1 )
161, 36241370, ( 207 227 250 1210 ), ( 0 0 555 555 ), ( 1 2 3 3 ), ( 0 0 0 0 ), ( 0 0 1 1 )
162, 115308527, ( 423 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
163, 84865368, ( 1217 ), ( 0 ), ( 2 ), ( 1 ), ( 1 )
164, 17681844, ( 404 ), ( 0 ), ( 2 ), ( 1 ), ( 1 )
165, 66438612, ( 511 892 894 967 1264 1266 ), ( 916 0 916 0 0 171 ), ( 3 2 3 2 2 3 ), ( 1 1 1 1 1 1 ), ( 1 1 1 1 1 1 )
166, 95767709, ( 450 452 460 ), ( 0 0 445 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
167, 25780084, ( 237 239 241 743 1207 1272 ), ( 0 0 931 1020 1020 171 ), ( 1 2 3 3 3 3 ), ( 0 0 0 0 1 1 ), ( 0 0 1 1 1 1 )
168, 17384408, ( 192 501 507 630 661 739 839 887 1234 ), ( 0 0 0 0 1020 0 0 0 0 ), ( 1 1 1 1 3 1 1 1 2 ), ( 1 1 1 1 1 1 1 1 1 ), ( 0 1 1 1 1 1 1 1 1 )
169, 95767708, ( 453 461 469 ), ( 0 0 445 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
170, 123152589, ( 639 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
171, 36241368, ( 205 ), ( 555 ), ( 3 ), ( 0 ), ( 1 )
172, 64954565, ( 1240 ), ( 0 ), ( 2 ), ( 1 ), ( 1 )
173, 66448388, ( 305 307 ), ( 0 931 ), ( 2 3 ), ( 0 0 ), ( 0 1 )
174, 57574482, ( 72 74 76 915 972 ), ( 0 0 1020 916 171 ), ( 1 2 3 3 3 ), ( 0 0 0 0 0 ), ( 0 0 1 1 1 )
175, 11331966, ( 1052 ), ( 0 ), ( 2 ), ( 1 ), ( 1 )
176, 60590029, ( 1038 1043 1045 ), ( 0 0 445 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
177, 95767704, ( 483 548 550 ), ( 0 0 445 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
178, 95767672, ( 763 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
179, 57574474, ( 48 50 52 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 1 )
180, 57574494, ( 108 110 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 0 0 )
181, 95767703, ( 549 551 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 1 1 )
182, 11949975, ( 497 626 735 830 832 881 ), ( 0 0 0 0 0 0 ), ( 2 2 2 1 2 1 ), ( 0 0 0 0 0 0 ), ( 1 1 1 1 1 1 )
183, 2995909, ( 943 ), ( 0 ), ( 2 ), ( 1 ), ( 1 )
184, 93486815, ( 1140 ), ( 451 ), ( 3 ), ( 1 ), ( 1 )
185, 5872185, ( 117 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
186, 17681849, ( 408 425 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 1 1 )
187, 57574493, ( 105 107 109 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 1 )
188, 60590027, ( 1047 1055 1066 ), ( 0 0 445 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
189, 72525801, ( 27 29 31 ), ( 0 0 1020 ), ( 1 2 3 ), ( 0 0 0 ), ( 0 0 1 )
190, 95767702, ( 552 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
191, 32317026, ( 119 121 ), ( 0 507 ), ( 2 3 ), ( 1 1 ), ( 0 1 )
192, 11949974, ( 496 625 734 829 831 880 ), ( 916 1020 1020 0 1020 0 ), ( 3 3 3 2 3 2 ), ( 0 1 1 1 1 1 ), ( 1 1 1 1 1 1 )
193, 95032927, ( 570 572 583 ), ( 0 0 733 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
194, 2995908, ( 946 ), ( 0 ), ( 2 ), ( 1 ), ( 1 )
195, 57574472, ( 42 44 46 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 1 )
196, 57574492, ( 102 104 106 395 671 694 ), ( 0 0 1020 0 0 0 ), ( 1 2 3 2 2 2 ), ( 1 1 1 1 1 1 ), ( 0 0 1 1 1 1 )
197, 11331976, ( 801 ), ( 445 ), ( 3 ), ( 1 ), ( 1 )
198, 60590026, ( 1056 1067 1069 ), ( 0 0 445 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
199, 91319908, ( 1154 1194 1231 ), ( 0 0 0 ), ( 1 1 2 ), ( 1 1 1 ), ( 1 1 1 )
200, 9221226, ( 489 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
201, 57574471, ( 41 43 ), ( 0 1020 ), ( 2 3 ), ( 1 1 ), ( 0 1 )
202, 91319887, ( 1103 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
203, 57574491, ( 99 101 103 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 1 )
204, 11331975, ( 802 816 ), ( 0 445 ), ( 2 3 ), ( 1 1 ), ( 1 1 )
205, 60590025, ( 1068 1070 1078 ), ( 0 0 445 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
206, 72525799, ( 21 23 25 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 1 )
207, 5872160, ( 399 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
208, 95767700, ( 574 ), ( 445 ), ( 3 ), ( 1 ), ( 1 )
209, 57574470, ( 40 ), ( 1020 ), ( 3 ), ( 1 ), ( 1 )
210, 11331974, ( 803 817 861 ), ( 0 0 445 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
211, 60590024, ( 1071 1079 1090 ), ( 0 0 445 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
212, 91319906, ( 1191 1228 ), ( 0 567 ), ( 2 3 ), ( 1 1 ), ( 1 1 )
213, 95032953, ( 754 759 771 ), ( 0 0 733 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
214, 72525798, ( 18 20 22 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 1 )
215, 95767699, ( 575 586 ), ( 0 445 ), ( 2 3 ), ( 1 1 ), ( 1 1 )
216, 57574489, ( 90 92 97 543 ), ( 0 0 1020 0 ), ( 1 2 3 1 ), ( 0 0 0 0 ), ( 0 0 1 1 )
217, 11331973, ( 818 862 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 1 1 )
218, 91319905, ( 1183 1193 1230 ), ( 0 0 613 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
219, 72525797, ( 15 17 19 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 0 0 1 )
220, 95767698, ( 576 587 589 ), ( 0 0 445 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
221, 91319884, ( 1102 ), ( 0 ), ( 2 ), ( 1 ), ( 1 )
222, 57574488, ( 89 91 394 534 540 542 636 670 693 751 857 920 ), ( 0 1020 931 0 0 0 0 1020 1020 0 0 0 ), ( 2 3 3 1 1 2 1 3 3 1 1 1 ), ( 1 1 1 1 1 1 1 1 1 1 1 1 ), ( 0 1 1 1 1 1 1 1 1 1 1 1 )
223, 11331972, ( 863 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
224, 108127307, ( 87 ), ( 0 ), ( 1 ), ( 1 ), ( 0 )
225, 60590022, ( 1092 1094 1107 ), ( 0 0 445 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
226, 95767697, ( 588 590 598 ), ( 0 0 445 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
227, 57574487, ( 88 537 539 541 635 750 854 856 923 ), ( 1020 0 0 916 0 0 0 0 0 ), ( 3 1 2 3 2 2 1 2 1 ), ( 0 0 0 0 0 0 0 0 0 ), ( 1 1 1 1 1 1 1 1 1 )
228, 91319903, ( 1151 1180 1190 ), ( 0 0 567 ), ( 2 2 3 ), ( 1 1 1 ), ( 1 1 1 )
229, 72525795, ( 9 11 13 ), ( 0 0 1020 ), ( 1 2 3 ), ( 0 0 0 ), ( 0 0 1 )
230, 9221221, ( 488 ), ( 0 ), ( 2 ), ( 1 ), ( 1 )
231, 95767696, ( 591 599 604 ), ( 0 0 445 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
232, 68984950, ( 810 ), ( 832 ), ( 3 ), ( 1 ), ( 1 )
233, 57574486, ( 84 533 536 538 634 749 853 855 917 919 922 974 ), ( 0 0 0 916 1020 1020 0 1020 0 0 0 0 ), ( 1 2 2 3 3 3 2 3 1 2 2 1 ), ( 0 0 0 0 1 1 1 1 1 1 1 1 ), ( 0 1 1 1 1 1 1 1 1 1 1 1 )
234, 91319902, ( 1153 1182 1192 ), ( 0 0 613 ), ( 2 2 3 ), ( 1 1 1 ), ( 1 1 1 )
235, 5872155, ( 398 ), ( 0 ), ( 2 ), ( 1 ), ( 1 )
236, 95767695, ( 600 605 610 ), ( 0 0 445 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 1 1 )
237, 66438614, ( 512 893 895 968 1268 ), ( 0 0 0 0 0 ), ( 2 1 2 1 1 ), ( 1 1 1 1 1 ), ( 1 1 1 1 1 )
238, 57574485, ( 81 83 535 852 921 ), ( 0 0 916 1020 916 ), ( 1 2 3 3 3 ), ( 0 0 0 0 0 ), ( 0 0 1 1 1 )
239, 66438613, ( 1265 1267 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 1 1 )
240, 98354524, ( 1163 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
